Divs,Source,VAP,Lemma,VAP_values,ADV,Target,Target_lemma,Phrase Complete
L1_CH_03,je,crois,croire,5.03,plutôt,que l’ idée de l’ étendue est postérieure à celle du tout et de la partie,que l’ idée de l’ étendue être postérieur à celui de tout et de le partie,Vous avez raison et même je crois plutôt que l’idée de l’étendue est postérieure à celle du tout et de la partie.
L1_CH_03,Je,crois,croire,5.03,NAN,"que le devoir d’ adorer Dieu porte que dans les occasions on doit marquer qu’ on l’ honore au delà de tout autre objet , et que c’ est une conséquence nécessaire de son idée et de son existence","que le devoir d’ adorer Dieu porte que dans le occasion on devoir marquer qu’ on l’ honorer au delà de tout autre objet , et que c’ être un conséquence nécessaire de son idée et de son existence","Je crois que le devoir d’adorer Dieu porte que dans les occasions on doit marquer qu’on l’honore au delà de tout autre objet, et que c’est une conséquence nécessaire de son idée et de son existence ;"
L1_CH_03,je,remarquerai,remarquer,7,NAN,"que les habitants des îles Mariannes , à qui on a donné le nom de la reine d’ Espagne , qui y a favorisé les missions , n’ avaient aucune connaissance du feu lorsqu’ on les découvrit , comme il paraît par la relation que le R.","que le habitant de île Mariannes , à qui on avoir donner le nom de le reine d’ Espagne , qui y avoir favoriser le mission , n’ avoir aucun connaissance de feu lorsqu’ on le découvrir , comme il paraître par le relation que le r.","Je dirai seulement ici que cet auteur, parlant des plus simples lumières de la raison qui s’accordent avec l’idée de Dieu et de ce qui en découle naturellement, ne paraît guère s’éloigner de mon sens sur les vérités innées et sur ce qui lui paraît aussi étrange qu’il y ait des hommes dans aucune idée de Dieu qu’il serait surprenant de trouver des hommes qui n’auraient aucune idée des nombres ou du feu, je remarquerai que les habitants des îles Mariannes, à qui on a donné le nom de la reine d’Espagne, qui y a favorisé les missions, n’avaient aucune connaissance du feu lorsqu’on les découvrit, comme il paraît par la relation que le R."
L1_CH_03,Je,crois,croire,5.03,NAN,que les songes nous renouvellent souvent ainsi d’ anciennes pensées,que le songe nous renouveler souvent ainsi d’ ancien pensée,Je crois que les songes nous renouvellent souvent ainsi d’anciennes pensées.
L2_CH_01,Je,sais,savoir,8.65,bien,"qu’ il y a une opinion qui pose que l’ âme pense toujours , et que la pensée actuelle est aussi inséparable de l’ âme que l’ extension actuelle est inséparable du corps ( § 10 )","qu’ il y avoir un opinion qui pose que l’ âme penser toujours , et que le pensée actuel être aussi inséparable de l’ âme que l’ extension actuel être inséparable de corps ( § 10 )","Je sais bien qu’il y a une opinion qui pose que l’âme pense toujours, et que la pensée actuelle est aussi inséparable de l’âme que l’extension actuelle est inséparable du corps (§ 10)."
L2_CH_01,Je,crois,croire,5.03,NAN,que les bêtes ont des âmes impérissables et que les âmes humaines et toutes les autres ne sont jamais sans quelque corps,que le bête avoir un âme impérissable et que le âme humain et tout le autre ne être jamais sans quelque corps,Je crois que les bêtes ont des âmes impérissables et que les âmes humaines et toutes les autres ne sont jamais sans quelque corps ;
L2_CH_01,je,crois,croire,5.03,cependant,"qu’ il y en a parmi ceux qui parlent de la liberté , qui , ne prenant pas garde à ces impressions insensibles , capables de faire pencher la balance , s’ imaginent une entière indifférence dans les actions morales comme celle de l’ âme de Buridan mi-parti entre deux prés","qu’ il y en avoir parmi celui qui parler de le liberté , qui , ne prendre pas garde à ce impression insensible , capable de faire pencher le balance , s’ imaginer un entier indifférence dans le action moral comme celui de l’ âme de Buridan mi-parti entrer deux pré","et cependant, je crois qu’il y en a parmi ceux qui parlent de la liberté, qui, ne prenant pas garde à ces impressions insensibles, capables de faire pencher la balance, s’imaginent une entière indifférence dans les actions morales comme celle de l’âme de Buridan mi-parti entre deux prés."
L2_CH_01,je,crois,croire,5.03,NAN,qu’ il y a toujours une exacte correspondance entre le corps et l’ âme,qu’ il y avoir toujours un exact correspondance entrer le corps et l’ âme,"Je suis bien éloigné de dire cela, puisque je crois qu’il y a toujours une exacte correspondance entre le corps et l’âme, et puisque je me sers des impressions du corps, dont on ne s’aperçoit pas, soit en veillant, soit en dormant, pour prouver que l’âme en a de semblables."
L2_CH_01,je,crois,croire,5.03,NAN,qu’ on peut dire absolument que l’ homme pense et pensera toujours,qu’ on pouvoir dire absolument que l’ homme penser et penser toujours,"Pour moi, qui ai des raisons pour tenir que l’âme n’est jamais séparée de tout corps, je crois qu’on peut dire absolument que l’homme pense et pensera toujours."
L2_CH_01,je,crois,croire,5.03,NAN,que nous ne sommes jamais sans pensées et aussi jamais sans sensation,que nous ne être jamais sans pensée et aussi jamais sans sensation,"Je suis du même sentiment, mais c’est par un principe un peu particulier, car je crois que nous ne sommes jamais sans pensées et aussi jamais sans sensation."
L2_CH_02,Je,crois,croire,5.03,NAN,qu’ on peut dire que ces idées sensibles sont simples en apparence,qu’ on pouvoir dire que ce idée sensible être simple en apparence,"Je crois qu’on peut dire que ces idées sensibles sont simples en apparence, parce qu’étant confuses elles ne donnent point à l’esprit le moyen de distinguer ce qu’elles contiennent."
L2_CH_04,je,crois,croire,5.03,NAN,que le terme de solidité emporte quelque chose de plus positif,que le terme de solidité emporter quelque chose de plus positif,Mais je crois que le terme de solidité emporte quelque chose de plus positif.
L2_CH_04,je,crois,croire,5.03,NAN,"qu’ il n’ y en a point qui n’ aient quelque fluidité , et dont la cohésion ne soit surmontable","qu’ il n’ y en avoir point qui n’ avoir quelque fluidité , et dont le cohésion ne être surmontable","Je suis aussi d’opinion que tous les corps ont un degré de cohésion, comme je crois de même qu’il n’y en a point qui n’aient quelque fluidité, et dont la cohésion ne soit surmontable : de sorte qu’à mon avis les atomes d’Épicure, dont la dureté est supposée invincible, ne sauraient avoir lieu non plus que la matière subtile parfaitement fluide des Cartésiens."
L2_CH_04,je,crois,croire,5.03,point,qu’ il y a deux étendues,qu’ il y avoir deux étendue,Cependant je ne crois point qu’il y a deux étendues ;
L2_CH_04,je,sache,savoir,8.65,NAN,"que certains cartésiens , très habiles d’ ailleurs , ont coutume aussi de se retrancher dans les idées qu’ ils prétendent avoir","que certain cartésien , très habile d’ ailleurs , avoir coutume aussi de se retrancher dans le idée qu’ il prétendre avoir","ainsi la prétendue différence sur les idées ne doit point leur servir de prétexte pour rendre les disputes éternelles, quoique je sache que certains cartésiens, très habiles d’ailleurs, ont coutume aussi de se retrancher dans les idées qu’ils prétendent avoir."
L2_CH_07,je,croirais,croire,5.03,Ainsi,que la considération de l’ existence vient de la réflexion,que le considération de l’ existence venir de le réflexion,Ainsi je croirais que la considération de l’existence vient de la réflexion.
L2_CH_08,Je,cru,croire,5.03,point,qu’ on pût avoir sujet de douter de la nature privative du repos,qu’ on pouvoir avoir sujet de douter de le nature privatif de repos,Je n’avais point cru qu’on pût avoir sujet de douter de la nature privative du repos.
L2_CH_08,Je,croirais,croire,5.03,encore,"que l’ idée même du repos est privative , c’ est - à - dire qu’ elle ne consiste que dans la négation","que l’ idée même de repos être privatif , c’ est - à - dire qu’ lui ne consister que dans le négation","Je croirais encore que l’idée même du repos est privative, c’est-à-dire qu’elle ne consiste que dans la négation."
L2_CH_08,Je,crois,croire,5.03,NAN,"qu’ on pourrait dire que , lorsque la puissance est intelligible et se peut expliquer distinctement , elle doit être comptée parmi les qualités premières","qu’ on pouvoir dire que , lorsque le puissance être intelligible et se pouvoir expliquer distinctement , lui devoir être compter parmi le qualité premier","Je crois qu’on pourrait dire que, lorsque la puissance est intelligible et se peut expliquer distinctement, elle doit être comptée parmi les qualités premières ;"
L2_CH_08,nous,remarquons,remarquer,7,NAN,que la même eau peut paraître chaude à une main et froide à l’ autre,que le même eau pouvoir paraître chaud à un main et froid à l’ autre,"Mais, si le rapport entre l’objet et le sentiment était naturel, comment se pourrait-il faire, comme nous remarquons en effet que la même eau peut paraître chaude à une main et froide à l’autre ?"
L2_CH_09,je,crois,croire,5.03,NAN,"que , supposé que l’ aveugle sache que ces deux figures qu’ il voit sont celles du cube et du globe , il pourra les discerner , et dire sans toucher , ceci est le globe , ceci est le cube","que , supposer que l’ aveugle savoir que ce deux figure qu’ il voir être celui de cube et de globe , il pouvoir le discerner , et dire sans toucher , ceci être le globe , ceci être le cube","mais, puisque vous me pressez de répondre sur-le-champ, je hasarderai de vous dire entre nous que je crois que, supposé que l’aveugle sache que ces deux figures qu’il voit sont celles du cube et du globe, il pourra les discerner, et dire sans toucher, ceci est le globe, ceci est le cube."
L2_CH_09,nous,voyons,voir,5,Cependant,"que les aveugles - nés sont capables d’ apprendre la géométrie , et ont même toujours quelques rudiments d’ une géométrie naturelle , et que le plus souvent on apprend la géométrie par la seule vue , sans se servir de l’ attouchement , comme pourrait et devrait même faire un paralytique ou une autre personne , à qui l’ attouchement fût presque interdit","que le aveugle - naître être capable d’ apprendre le géométrie , et avoir même toujours quelque rudiment d’ un géométrie naturel , et que le plus souvent on apprendre le géométrie par le seul vue , sans se servir de l’ attouchement , comme pouvoir et devoir même faire un paralytique ou un autre personne , à qui l’ attouchement être presque interdire","Cependant nous voyons que les aveugles-nés sont capables d’apprendre la géométrie, et ont même toujours quelques rudiments d’une géométrie naturelle, et que le plus souvent on apprend la géométrie par la seule vue, sans se servir de l’attouchement, comme pourrait et devrait même faire un paralytique ou une autre personne, à qui l’attouchement fût presque interdit."
L2_CH_09,je,crois,croire,5.03,NAN,qu’ on peut en dire presque autant des plantes,qu’ on pouvoir en dire presque autant de plante,"Fort bien, et je crois qu’on peut en dire presque autant des plantes ;"
L2_CH_12,Je,crois,croire,5.03,NAN,que les qualités ne sont que des modifications des substances,que le qualité ne être que un modification de substance,"Je crois que les qualités ne sont que des modifications des substances, et l’entendement y ajoute les relations."
L2_CH_13,je,crois,croire,5.03,NAN,que la nature de l’ espace est expliquée,que le nature de l’ espace être expliquer,"Je voudrais savoir dire aussi bien ce que c’est que la fièvre ou quelque autre maladie, que je crois que la nature de l’espace est expliquée."
L2_CH_13,j’,remarqué,remarquer,7,dessus,que les substances ou les concrets sont conçus plutôt que les accidents ou les abstraits,que le substance ou le concret être concevoir plutôt que le accident ou le abstrait,"Il semble que vous faites des difficultés sans sujet, et j’ai remarqué ci-dessus que les substances ou les concrets sont conçus plutôt que les accidents ou les abstraits."
L2_CH_13,je,crois,croire,5.03,NAN,que la considération de la substance est un point des plus importants et des plus féconds de la philosophie,que le considération de le substance être un point de plus important et de plus fécond de le philosophie,"J’avoue que je suis d’un autre sentiment, et je crois que la considération de la substance est un point des plus importants et des plus féconds de la philosophie."
L2_CH_13,je,crois,croire,5.03,NAN,que ce n’ est pas un cas que la perfection divine admette,que ce n’ être pas un cas que le perfection divin admettre,Mais je crois que ce n’est pas un cas que la perfection divine admette.
L2_CH_15,je,crois,croire,5.03,NAN,"que celui -là se fait une trop haute idée de la capacité de son propre entendement , qui se figure de pouvoir étendre ses pensées plus loin que le lieu où Dieu existe","que celui -là se faire un trop haut idée de le capacité de son propre entendement , qui se figurer de pouvoir étendre son pensée plus loin que le lieu où Dieu exister","et je crois, pour moi, que celui-là se fait une trop haute idée de la capacité de son propre entendement, qui se figure de pouvoir étendre ses pensées plus loin que le lieu où Dieu existe."
L2_CH_15,nous,savons,savoir,8.65,NAN,qu’ ils participent de la durée,qu’ il participer de le durée,Mais nous savons qu’ils participent de la durée.
L2_CH_16,je,crois,croire,5.03,Ainsi,"qu’ il serait convenable qu’ en comptant , au lieu de million de millions , on dise billion pour abréger , et qu’ au lieu de million de millions de millions , ou millions de billions , on dise trillion , et ainsi de suite jusqu’ aux nonillions","qu’ il être convenable qu’ en compter , au lieu de million de million , on dire billion pour abréger , et qu’ au lieu de million de million de million , ou million de billion , on dire trillion , et ainsi de suite jusqu’ à nonillion","Ainsi je crois qu’il serait convenable qu’en comptant, au lieu de million de millions, on dise billion pour abréger, et qu’au lieu de million de millions de millions, ou millions de billions, on dise trillion, et ainsi de suite jusqu’aux nonillions, car on n’a guère besoin d’aller plus loin dans l’usage des nombres."
L2_CH_17,Je,pensais,penser,5.46,NAN,qu’ il était établi que l’ esprit regarde le fini et l’ infini comme des modifications de l’ étendue et de la durée,qu’ il être établir que l’ esprit regarder le fini et l’ infini comme un modification de l’ étendue et de le durée,Je pensais qu’il était établi que l’esprit regarde le fini et l’infini comme des modifications de l’étendue et de la durée.
L2_CH_17,Nous,cru,croire,5.03,là,"que la puissance qu’ a l’ esprit d’ étendre sans fin son idée de l’ espace par de nouvelles additions , étant toujours la même","que le puissance qu’ avoir l’ esprit d’ étendre sans fin son idée de l’ espace par de nouveau addition , être toujours le même","Nous avons cru que la puissance qu’a l’esprit d’étendre sans fin son idée de l’espace par de nouvelles additions, étant toujours la même, c’est de là qu’il tire l’idée d’un espace infini."
L2_CH_17,Je,crois,croire,5.03,NAN,que nous avons l’ idée positive de l’ une et de l’ autre,que nous avoir l’ idée positif de l’ un et de l’ autre,"Je crois que nous avons l’idée positive de l’une et de l’autre, et cette idée sera vraie pourvu qu’on n’y conçoive point comme un tout infini, mais comme un absolu ou attribut sans bornes, qui se trouve à l’égard de l’éternité dans la nécessité de l’existence de Dieu, sans y dépendre des parties et sans qu’on en forme la notion par une addition de temps."
L2_CH_20,Je,crois,croire,5.03,assez,qu’ il n’ y a point de perceptions qui nous soient tout à fait indifférentes,qu’ il n’ y avoir point de perception qui nous être tout à fait indifférent,"Je crois qu’il n’y a point de perceptions qui nous soient tout à fait indifférentes, mais c’est assez que leur effet ne soit point notable pour qu’on les puisse appeler ainsi, car le plaisir ou la douleur parait consister dans une aide ou dans un empêchement notable."
L2_CH_20,je,crois,croire,5.03,NAN,"qu’ il faut qu’ il soit ou agréable lui-même , ou servant à quelque autre , qui nous puisse donner un sentiment agréable ,","qu’ il falloir qu’ il être ou agréable lui-même , ou servir à quelque autre , qui nous pouvoir donner un sentiment agréable ,","mais dans le fond, je crois qu’il faut qu’il soit ou agréable lui-même, ou servant à quelque autre, qui nous puisse donner un sentiment agréable, c’est-à-dire le bien est agréable ou utile, et l’honnête lui-même consiste dans un plaisir d’esprit."
L2_CH_20,j’,remarqué,remarquer,7,dessus,"que c’ est par là que nous ne sommes jamais indifférents , lorsque nous paraissons l’ être le plus , par exemple de nous tournera la droite plutôt qu’ à la gauche au bout d’ une allée","que c’ être par là que nous ne être jamais indifférent , lorsque nous paraître l’ être le plus , par exemple de nous tourner le droite plutôt qu’ à le gauche au bout d’ un allée","Et j’ai déjà remarqué ci-dessus que c’est par là que nous ne sommes jamais indifférents, lorsque nous paraissons l’être le plus, par exemple de nous tournera la droite plutôt qu’à la gauche au bout d’une allée ;"
L2_CH_20,je,crois,croire,5.03,NAN,"que les définitions de la joie et de la tristesse , que je viens de donner , conviennent mieux a l’ usage","que le définition de le joie et de le tristesse , que je venir de donner , convenir mieux à l’ usage","Non seulement la présence actuelle, mais encore la crainte d’un mal à venir peut rendre triste, de sorte que je crois que les définitions de la joie et de la tristesse, que je viens de donner, conviennent mieux a l’usage."
L2_CH_21,Je,vois,voir,5,NAN,"que cette opinion erronée , que les cartésiens ont mise en vogue , comme si les corps perdaient autant de mouvement qu’ ils en donnent , qui est détruite aujourd’hui par les expériences et par les raisons , et abandonnée même par l’ auteur illustre de la Recherche de la vérité , qui a fait imprimer un petit discours tout exprès pour la rétracter , ne laisse pas de donner encore occasion aux habiles gens de se méprendre en bâtissant des raisonnements sur un fondement si ruineux","que ce opinion erroné , que le cartésien avoir mettre en vogue , comme si le corps perdre autant de mouvement qu’ il en donner , qui être détruire aujourd’hui par le expérience et par le raison , et abandonner même par l’ auteur illustre de le recherche de le vérité , qui avoir faire imprimer un petit discours tout exprès pour le rétracter , ne laisse pas de donner encore occasion à habile gens de se méprendre en bâtir un raisonnement sur un fondement si ruineux","Je vois que cette opinion erronée, que les cartésiens ont mise en vogue, comme si les corps perdaient autant de mouvement qu’ils en donnent, qui est détruite aujourd’hui par les expériences et par les raisons, et abandonnée même par l’auteur illustre de la Recherche de la vérité, qui a fait imprimer un petit discours tout exprès pour la rétracter, ne laisse pas de donner encore occasion aux habiles gens de se méprendre en bâtissant des raisonnements sur un fondement si ruineux."
L2_CH_21,Je,sais,savoir,8.65,NAN,"que quelques uns sont allés là , entre autre le père Casati , jésuite[29 ]","que quelque un être aller là , entrer autre le père Casati , jésuite[29 ]","Je sais que quelques uns sont allés là, entre autre le père Casati, jésuite[29], malgré toute l’école."
L2_CH_21,je,crois,croire,5.03,NAN,"que l’ homme ne saurait être libre par rapport à cet acte particulier de vouloir une action qui est en sa puissance , lorsque cette action a été une fois proposée à son esprit","que l’ homme ne savoir être libre par rapport à ce acte particulier de vouloir un action qui être en son puissance , lorsque ce action avoir être un fois proposer à son esprit","Sur quoi, je crois que l’homme ne saurait être libre par rapport à cet acte particulier de vouloir une action qui est en sa puissance, lorsque cette action a été une fois proposée à son esprit."
L2_CH_21,Je,croirais,croire,5.03,NAN,"qu’ on peut suspendre son choix et que cela se fait bien souvent , surtout lorsque d’ autres pensées interrompent la délibération","qu’ on pouvoir suspendre son choix et que celer se faire bien souvent , surtout lorsque d’ autre pensée interrompre le délibération","Je croirais qu’on peut suspendre son choix et que cela se fait bien souvent, surtout lorsque d’autres pensées interrompent la délibération ;"
L2_CH_21,je,trouve,trouver,5.85,NAN,"que l’ inquiétude est essentielle à la félicité des créatures , laquelle ne consiste jamais dans une parfaite possession , qui les rendrait insensibles et comme stupides , mais dans un progrès continuel et non interrompu à des plus grands biens , qui ne peut manquer[36 ] d’ être accompagné d’ un désir ou du moins d’ une inquiétude continuelle , mais telle que je viens d’ expliquer , qui ne va pas jusqu’ à incommoder , mais qui se borne à ces éléments ou rudiments de la douleur , inappréciables : à part , lesquels ne laissent pas d’ être suffisants pour servir d’ aiguillon et pour exciter la volonté","que l’ inquiétude être essentiel à le félicité de créature , lequel ne consister jamais dans un parfait possession , qui le rendre insensible et comme stupide , mais dans un progrès continuel et non interrompre à un plus grand bien , qui ne pouvoir manquer[36 ] d’ être accompagner d’ un désir ou de moins d’ un inquiétude continuel , mais tel que je venir d’ expliquer , qui ne aller pas jusqu’ à incommoder , mais qui se borne à ce élément ou rudiment de le douleur , inappréciable : à part , lequel ne laisser pas d’ être suffisant pour servir d’ aiguillon et pour exciter le volonté","et bien loin qu’on doive regarder cette inquiétude comme une chose incompatible avec la félicité, je trouve que l’inquiétude est essentielle à la félicité des créatures, laquelle ne consiste jamais dans une parfaite possession, qui les rendrait insensibles et comme stupides, mais dans un progrès continuel et non interrompu à des plus grands biens, qui ne peut manquer[36] d’être accompagné d’un désir ou du moins d’une inquiétude continuelle, mais telle que je viens d’expliquer, qui ne va pas jusqu’à incommoder, mais qui se borne à ces éléments ou rudiments de la douleur, inappréciables : à part, lesquels ne laissent pas d’être suffisants pour servir d’aiguillon et pour exciter la volonté ;"
L2_CH_21,je,crois,croire,5.03,même,qu’ on aurait de la peine à trouver quelque passion qui ne soit accompagnée de désir,qu’ on avoir de le peine à trouver quelque passion qui ne être accompagner de désir,"Je doute qu’aucune de ces passions existe toute seule, je crois même qu’on aurait de la peine à trouver quelque passion qui ne soit accompagnée de désir."
L2_CH_21,je,crois,croire,5.03,NAN,qu’ on pourrait appeler l’ opposé du désir,qu’ on pouvoir appeler l’ opposé de désir,car c’est ainsi que je crois qu’on pourrait appeler l’opposé du désir.
L2_CH_21,je,croirais,croire,5.03,NAN,qu’ il peut arriver que la plus pressante des inquiétudes,qu’ il pouvoir arriver que le plus pressant de inquiétude,"Comme le résultat de la balance fait la détermination finale, je croirais qu’il peut arriver que la plus pressante des inquiétudes ne prévale point ;"
L2_CH_21,Je,croirais,croire,5.03,donc,"que le bonheur est un plaisir durable , ce qui ne saurait avoir lieu sans une progression continuelle à de nouveaux plaisirs","que le bonheur être un plaisir durable , ce qui ne savoir avoir lieu sans un progression continuel à de nouveau plaisir","Je croirais donc que le bonheur est un plaisir durable, ce qui ne saurait avoir lieu sans une progression continuelle à de nouveaux plaisirs."
L2_CH_21,je,crois,croire,5.03,NAN,"que dans le fond le plaisir est un sentiment de perfection , et la douleur un sentiment d’ imperfection","que dans le fond le plaisir être un sentiment de perfection , et le douleur un sentiment d’ imperfection","Or, quoique le plaisir ne puisse point recevoir une définition nominale, non plus que la lumière ou la couleur, il en peut pourtant recevoir une causale comme elles, et je crois que dans le fond le plaisir est un sentiment de perfection, et la douleur un sentiment d’imperfection, pourvu qu’il soit assez notable pour qu’on puisse s’en apercevoir ;"
L2_CH_21,je,crois,croire,5.03,NAN,"que nous la pouvons assurer hardiment , toutes pauvres et finies créatures que nous sommes , et que même nous aurions grand tort d’ en douter","que nous le pouvoir assurer hardiment , tout pauvre et fini créature que nous être , et que même nous avoir grand tort d’ en douter","Je suis tellement persuadé de cette vérité que je crois que nous la pouvons assurer hardiment, toutes pauvres et finies créatures que nous sommes, et que même nous aurions grand tort d’en douter ;"
L2_CH_21,j’,remarqué,remarquer,7,ici,qu’ à moins que l’ appétit ne soit guidé par la raison,qu’ à moins que l’ appétit ne être guider par le raison,"Le vrai bonheur devrait toujours être l’objet de nos désirs, mais il y a lieu de douter qu’il le soit, car souvent on n’y pense guère, et j’ai remarqué ici plus d’une fois qu’à moins que l’appétit ne soit guidé par la raison, il tend au plaisir présent et non pas au bonheur, c’est-à-dire au plaisir durable, quoiqu’il tende à le faire durer ;"
L2_CH_21,je,crois,croire,5.03,NAN,qu’ ils avaient raison,qu’ il avoir raison,"Aristote et les Stoïciens et plusieurs autres anciens philosophes étaient d’un autre sentiment, et en effet je crois qu’ils avaient raison."
L2_CH_21,j’,remarqué,remarquer,7,dessus,que tout plaisir est un sentiment de perfection,que tout plaisir être un sentiment de perfection,"En effet, j’ai remarqué ci-dessus que tout plaisir est un sentiment de perfection."
L2_CH_21,Nous,trouvons,trouver,5.85,même,"qu’ enfin l’ apparenee des objets ne diminue point à proportion de l’ accroissement de la distance , car l’ apparenee disparaît entièrement bientôt , quoique l’ éloignement ne soit point infini","qu’ enfin l’ apparenee de objet ne diminuer point à proportion de l’ accroissement de le distance , car l’ apparenee disparaître entièrement bientôt , quoique l’ éloignement ne être point infini","Nous trouvons même qu’enfin l’apparenee des objets ne diminue point à proportion de l’accroissement de la distance, car l’apparenee disparaît entièrement bientôt, quoique l’éloignement ne soit point infini."
L2_CH_21,Je,trouve,trouver,5.85,NAN,"que c’ est une belle invention de la nature architecte , d’ avoir rendu les hommes si sensibles à ce qui touche si peu les sens , et s’ ils ne pouvaient point devenir ambitieux ou avares , il serait difficile , dans l’ état présent de la nature humaine , qu’ ils pussent devenir assez vertueux et raisonnables pour travailler à leur perfection malgré les plaisirs présents , qui en détournent","que c’ être un bel invention de le nature architecte , d’ avoir rendre le homme si sensible à ce qui toucher si peu le sens , et s’ il ne pouvoir point devenir ambitieux ou avare , il être difficile , dans l’ état présent de le nature humain , qu’ il pouvoir devenir assez vertueux et raisonnable pour travailler à son perfection malgré le plaisir présent , qui en détourner","Je trouve que c’est une belle invention de la nature architecte, d’avoir rendu les hommes si sensibles à ce qui touche si peu les sens, et s’ils ne pouvaient point devenir ambitieux ou avares, il serait difficile, dans l’état présent de la nature humaine, qu’ils pussent devenir assez vertueux et raisonnables pour travailler à leur perfection malgré les plaisirs présents, qui en détournent."
L2_CH_21,nous,jugeons,juger,7.4,NAN,qu’ elles ne sont pas capables de nous faire réellement autant de mal qu’ elles font effectivement,qu’ lui ne être pas capable de nous faire réellement autant de mal qu’ lui faire effectivement,"Pour ce qui est des choses bonnes ou mauvaises dans leurs conséquences et par l’aptitude qu’elles ont à nous procurer du bien ou du mal, nous en jugeons en différentes manières, ou lorsque nous jugeons qu’elles ne sont pas capables de nous faire réellement autant de mal qu’elles font effectivement, ou lorsque nous jugeons que, bien que la conséquence soit importante, il n’est pas si assuré que la chose ne puisse être autrement, ou du moins qu’on ne puisse l’éviter par quelques moyens comme par l’industrie, par l’adresse, par un changement de conduite, par la repentance."
L2_CH_21,nous,jugeons,juger,7.4,NAN,"que , bien que la conséquence soit importante","que , bien que le conséquence être important","Pour ce qui est des choses bonnes ou mauvaises dans leurs conséquences et par l’aptitude qu’elles ont à nous procurer du bien ou du mal, nous en jugeons en différentes manières, ou lorsque nous jugeons qu’elles ne sont pas capables de nous faire réellement autant de mal qu’elles font effectivement, ou lorsque nous jugeons que, bien que la conséquence soit importante, il n’est pas si assuré que la chose ne puisse être autrement, ou du moins qu’on ne puisse l’éviter par quelques moyens comme par l’industrie, par l’adresse, par un changement de conduite, par la repentance."
