Divs,Source,VAP,Lemma,VAP_values,ADV,Target,Target_lemma,Phrase Complete
L2_CH_08,nous,voyons,voir,5,clairement,que la Qualité qui est produite par ce changement,que le qualité qui être produire par ce changement,"Au contraire, dans l’autre cas, je veux dire dans les opérations d’un Corps sur un autre Corps, dont ils altèrent les Qualités, nous voyons clairement que la Qualité qui est produite par ce changement, n’a ordinairement aucune ressemblance avec quoi que ce soit qui existe dans le Corps qui vient de produire cette nouvelle qualité."
L2_CH_08,nous,voyons,voir,5,cependant,que la Cire ou un beau visage reçoivent du Soleil un changement de couleur,que le Cire ou un beau visage recevoir de soleil un changement de couleur,"Car bien qu’en recevant du Soleil l’idée de la chaleur, ou de la lumière, nous soyons portés à croire que c’est une perception et une ressemblance d’une pareille qualité qui existe dans le Soleil, cependant lorsque nous voyons que la Cire ou un beau visage reçoivent du Soleil un changement de couleur, nous ne saurions nous figurer, que ce soit une émanation, ou ressemblance d’une pareille chose qui soit actuellement dans le Soleil, parce que nous ne trouvons point ces différentes couleurs dans le Soleil même."
L2_CH_10,nous,voyons,voir,5,souvent,"qu’ une Maladie dépouille l’ Ame de toutes ses idées , et qu’ une Fièvre ardente confond en peu de jours et réduit en poudre toutes ces images qui semblaient devoir durer aussi long - temps que si elles eussent été gravées dans le Marbre","qu’ un maladie dépouille l’ ame de tout son idée , et qu’ un fièvre ardent confondre en peu de jour et réduire en poudre tout ce image qui sembler devoir durer aussi long - temps que si lui avoir être graver dans le marbre","De savoir quelle part a à tout cela la consitution de nos Corps et l’action des Esprits animaux, et si le temperament du cerveau produit cette difference, en sorte que dans les uns il conserve comme le Marbre, les traces qu’il a reçues, en d’autres comme une pierre de taille, et en d’autres à peu près comme une couche de sable, c’est ce que je ne prétends pas examiner ici : quoi qu’il puisse paraître assez probable que la constitution du Corps a quelquefois de l’influence sur la Mémoire, puisque nous voyons souvent qu’une Maladie dépouille l’Ame de toutes ses idées, et qu’une Fièvre ardente confond en peu de jours et réduit en poudre toutes ces images qui semblaient devoir durer aussi long-temps que si elles eussent été gravées dans le Marbre."
L2_CH_11,Je,suppose,supposer,3.29,encore,que dans ce point les Bêtes sont inférieures aux Hommes,que dans ce point le bête être inférieur à homme,"Je suppose encore, que dans ce point les Bêtes sont inférieures aux Hommes."
L2_CH_12,nous,trouverons,trouver,5.85,NAN,"que les Idées même les plus abstruses , quelque éloignées qu’ elles paraissent des Sens ou d’ aucune opération de notre propre Entendement , ne sont pourtant que des notions que l’ Entendement se forme en repetant et combinant les Idées qu’ il avait reçues des Objets des Sens , ou de ses propres Opérations concernant les Idées qui lui ont été fournies par les Sens","que le idée même le plus abstrus , quelque éloigné qu’ lui paraître de sens ou d’ aucun opération de notre propre entendement , ne être pourtant que un notion que l’ entendement se forme en repeter et combiner le idée qu’ il avoir recevoir de objet de sens , ou de son propre opération concerner le idée qui luire avoir être fournir par le sens","Et si nous observons soigneusement les origines de nos Idées, nous trouverons, à mon avis, que les Idées même les plus abstruses, quelque éloignées qu’elles paraissent des Sens ou d’aucune opération de notre propre Entendement, ne sont pourtant que des notions que l’Entendement se forme en repetant et combinant les Idées qu’il avait reçues des Objets des Sens, ou de ses propres Opérations concernant les Idées qui lui ont été fournies par les Sens."
L2_CH_13,je,suppose,supposer,3.29,NAN,que cet homme est en vie avec la même puissance de mouvoir les parties de son Corps qu’ il a présentement,que ce homme être en vie avec le même puissance de mouvoir le party de son corps qu’ il avoir présentement,"Que s’il ne pouvait étendre sa main, ce devrait être à cause de quelque empêchement extérieur, car je suppose que cet homme est en vie avec la même puissance de mouvoir les parties de son Corps qu’il a présentement, ce qui de soi n’est pas impossible, si Dieu le veut ainsi, ou du moins est-il certain que Dieu peut le mouvoir en ce sens : et alors je demande si ce qui empêche sa main de se mouvoir en dehors, est substance ou accident, quelque chose, ou rien"
L2_CH_13,Je,suppose,supposer,3.29,NAN,"que personne ne me niera que Dieu ne puisse faire cesser tout le mouvement qui est dans la Matière , et mettre tous les Corps de l’ Univers dans un parfait repos , pour les laisser dans cet état tout aussi long - temps qu’ il voudra","que personne ne me nier que Dieu ne pouvoir faire cesser tout le mouvement qui être dans le matière , et mettre tout le corps de l’ univers dans un parfait repos , pour le laisser dans ce état tout aussi long - temps qu’ il vouloir","Je suppose que personne ne me niera que Dieu ne puisse faire cesser tout le mouvement qui est dans la Matière, et mettre tous les Corps de l’Univers dans un parfait repos, pour les laisser dans cet état tout aussi long-temps qu’il voudra."
L2_CH_14,nous,trouverons,trouver,5.85,NAN,que l’ idée de l’ Eternité elle-même découle de la même source d’ où viennent toutes nos autres Idées,que l’ idée de l’ eternité lui-même découler de le même source d’ où venir tout notre autre idée,et nous trouverons que l’idée de l’Eternité elle-même découle de la même source d’où viennent toutes nos autres Idées.
L2_CH_14,nous,connaissons,connaître,7,NAN,que nous existons,que nous exister,"Car tandis que nous pensons, ou que nous recevons successivement plusieurs idées dans notre Esprit, nous connaissons que nous existons"
L2_CH_14,Nous,voyons,voir,5,NAN,"que , lors qu’ une personne fixe ses pensées avec une extrême application sur une seule chose , en sorte qu’ il ne songe presque point à cette suite d’ idées qui se succèdent les unes aux autres dans son Esprit , il laisse échapper , sans y faire réflexion , une bonne partie de la Durée qui s’ écoule pendant tout le temps qu’ il est dans cette forte contemplation , s’ imaginant que ce temps -là est beaucoup plus court , qu’ il ne l’ est effectivement","que , lors qu’ un personne fixe son pensée avec un extrême application sur un seul chose , en sorte qu’ il ne songer presque point à ce suite d’ idée qui se succéder le une à autre dans son esprit , il laisse échapper , sans y faire réflexion , un bon partie de le durée qui s’ écouler pendant tout le temps qu’ il être dans ce fort contemplation , s’ imaginer que ce temps -là être beaucoup plus court , qu’ il ne l’ être effectivement","Nous voyons, tous les jours, que, lors qu’une personne fixe ses pensées avec une extrême application sur une seule chose, en sorte qu’il ne songe presque point à cette suite d’idées qui se succèdent les unes aux autres dans son Esprit, il laisse échapper, sans y faire réflexion, une bonne partie de la Durée qui s’écoule pendant tout le temps qu’il est dans cette forte contemplation, s’imaginant que ce temps-là est beaucoup plus court, qu’il ne l’est effectivement."
L2_CH_14,nous,apercevons,apercevoir,nan,NAN,"que ce Corps s’ est mû , mais sans que nous ayions aucune perception du mouvement actuel","que ce corps s’ être mouvoir , mais sans que nous ayier aucun perception de mouvement actuel","et par plusieurs autres mouvemens continus, mais fort lents, où après certains intervalles, nous apercevons par le changement de distance qui arrive au Corps en mouvement, que ce Corps s’est mû, mais sans que nous ayions aucune perception du mouvement actuel."
L2_CH_14,nous,voyons,voir,5,Ainsi,"que les Aveugles - nez comptent assez bien par années , dont ils ne peuvent pourtant pas distinguer les révolutions par des Mouvemens qu’ ils ne peuvent appercevoir","que le aveugle - nez compter assez bien par année , dont il ne pouvoir pourtant pas distinguer le révolution par un mouvemen qu’ il ne pouvoir appercevoir","Ainsi, nous voyons que les Aveugles-nez comptent assez bien par années, dont ils ne peuvent pourtant pas distinguer les révolutions par des Mouvemens qu’ils ne peuvent appercevoir."
L2_CH_14,nous,savons,savoir,8.65,certainement,que le milieu dans lequel le Pendule se meut,que le milieu dans lequel le pendule se mouvoir,"cependant si l’on demandoit à quelqu’un, comment il fait certainement que deux vibrations successives d’un Pendule sont égales, il aurait bien de la peine à se convaincre lui-même qu’elles le sont indubitablement, parce que nous ne pouvons point être assurez que la cause ce mouvement, qui nous est inconnue, opère toûjours également, et nous savons certainement que le milieu dans lequel le Pendule se meut, n’est pas constamment le même."
L2_CH_15,nous,supposons,supposer,3.29,communément,que l’ Expansion est un attribut,que l’ expansion être un attribut,"Mais comme nous n’attribuons pas l’étendue à Dieu, mais seulement à la Matière qui est finie, nous sommes plus sujets à douter de l’existence d’une Expansion sans Matière, de laquelle seule nous supposons communément que l’Expansion est un attribut."
L2_CH_17,nous,supposons,supposer,3.29,là,que l’ Esprit y trouve dequoi faire des progressions continuelles sans en pouvoir jamais remplir toute l’ idée,que l’ esprit y trouver dequoi faire un progression continuel sans en pouvoir jamais remplir tout l’ idée,"Mais lorsque nous supposons un reste inépuisable où nous ne concevons aucunes bornes, de sorte que l’Esprit y trouve dequoi faire des progressions continuelles sans en pouvoir jamais remplir toute l’idée, c’est là que nous trouvons notre idée de l’Infini."
L2_CH_17,nous,voyons,voir,5,NAN,"que nous avons une idée claire d’ une Durée infinie à venir , tout de même que d’ une Durée infinie déja passée , quoi qu’ il n’ y ait personne , à ce que je croi , qui s’ imagine qu’ on puisse concevoir qu’ une chose existe ou ait existé dans cette Durée à venir","que nous avoir un idée clair d’ un durée infini à venir , tout de même que d’ un durée infini déja passer , quoi qu’ il n’ y avoir personne , à ce que je croi , qui s’ imaginer qu’ on pouvoir concevoir qu’ un chose exister ou avoir exister dans ce durée à venir","Et pourquoi, je vous prie, nous irions-nous figurer que l’existence réelle de la Matière soit nécessaire pour soutenir notre Idée d’un Espace infini, puisque nous voyons que nous avons une idée claire d’une Durée infinie à venir, tout de même que d’une Durée infinie déja passée, quoi qu’il n’y ait personne, à ce que je croi, qui s’imagine qu’on puisse concevoir qu’une chose existe ou ait existé dans cette Durée à venir"
L2_CH_18,nous,voyons,voir,5,Ainsi,"qu’ il y a une grande diversité d’ Idées simples de Goûts , d’ Odeurs , etcetera , qui n’ ont point de nom","qu’ il y avoir un grand diversité d’ idée simple de goût , d’ odeur , etcetera , qui n’ avoir point de nom","Ainsi nous voyons qu’il y a une grande diversité d’Idées simples de Goûts, d’Odeurs, etcetera, qui n’ont point de nom"
L2_CH_20,je,remarquerais,remarquer,7,NAN,"que l’ Amour et la Haine que nous avons pour les choses inanimées et insensibles , sont ordinairement fondées sur le plaisir et la douleur que nous recevons de leur usage , et de l’ application qui en est faite sur nos Sens de quelque manière que ce soit , bien que ces choses soient détruites par cet usage même","que l’ amour et le haine que nous avoir pour le chose inanimé et insensible , être ordinairement fonder sur le plaisir et le douleur que nous recevoir de son usage , et de l’ application qui en être faire sur notre sens de quelque manière que ce être , bien que ce chose être détruire par ce usage même","Si c’était ici le lieu de porter mes recherches au delà des simples idées des Passions, entant qu’elles dépendent des différentes modifications du Plaisir et de la Douleur, je remarquerais que l’Amour et la Haine que nous avons pour les choses inanimées et insensibles, sont ordinairement fondées sur le plaisir et la douleur que nous recevons de leur usage, et de l’application qui en est faite sur nos Sens de quelque manière que ce soit, bien que ces choses soient détruites par cet usage même."
L2_CH_21,nous,voyons,voir,5,NAN,"qu’ en voulant simplement mouvoir des parties de notre Corps , qui étaient auparavant en repos , nous pouvons les mouvoir","qu’ en vouloir simplement mouvoir un party de notre corps , qui être auparavant en repos , nous pouvoir le mouvoir","Quant à l’idée du commencement du Mouvement, nous ne l’avons que par le moyen de la reflexion que nous faisons sur ce qui se passe en nous-mêmes, lorsque nous voyons par experience qu’en voulant simplement mouvoir des parties de notre Corps, qui étaient auparavant en repos, nous pouvons les mouvoir."
L2_CH_21,Je,nie,nier,nan,non,"que ces mots et autres semblables ne doivent avoir lieu dans l’ usage ordinaire des Langues , où ils sont communément reçus","que ce mot et autre semblable ne devoir avoir lieu dans l’ usage ordinaire de langue , où il être communément recevoir","Je ne nie pas non plus que ces mots et autres semblables ne doivent avoir lieu dans l’usage ordinaire des Langues, où ils sont communément reçus."
L2_CH_21,nous,voyons,voir,5,Ainsi,"que le sage Auteur de notre Etre ayant égard à notre constitution , et sachant ce qui détermine notre Volonté , a mis dans les Hommes l’ incommodité de la faim et de la soif et des autres desirs naturels qui reviennent dans leur temps , afin d’ exciter et de déterminer leurs Volontés à leur propre conservation , et à la continuation de leur Espèce","que le sage auteur de notre etre avoir égard à notre constitution , et savoir ce qui déterminer notre volonté , avoir mettre dans le homme l’ incommodité de le faim et de le soif et de autre desir naturel qui revenir dans son temps , afin d’ exciter et de déterminer leur volonté à son propre conservation , et à le continuation de son espèce","Ainsi nous voyons que le sage Auteur de notre Etre ayant égard à notre constitution, et sachant ce qui détermine notre Volonté, a mis dans les Hommes l’incommodité de la faim et de la soif et des autres desirs naturels qui reviennent dans leur temps, afin d’exciter et de déterminer leurs Volontés à leur propre conservation, et à la continuation de leur Espèce."
L2_CH_21,je,pense,penser,5.46,NAN,"que bien des gens m’ excuseront plûtôt d’ avoir adopté cette Maxime , que de ce que je me hasarde présentement à m’ éloigner d’ une Opinion si généralement reçue","que bien un gens m’ excuser plûtôt d’ avoir adopter ce maxime , que de ce que je me hasarder présentement à m’ éloigner d’ un opinion si généralement recevoir","et je pense que bien des gens m’excuseront plûtôt d’avoir adopté cette Maxime, que de ce que je me hasarde présentement à m’éloigner d’une Opinion si généralement reçue."
L2_CH_21,nous,trouverons,trouver,5.85,NAN,"que , comme nous ne sommes capables que d’ une seule détermination de la Volonté vers une seule action à la fois , l’ inquiétude présente qui nous presse , détermine naturellement la Volonté en vue de ce bonheur auquel nous tendons tous dans toutes nos Actions","que , comme nous ne être capable que d’ un seul détermination de le volonté vers un seul action à le fois , l’ inquiétude présent qui nous presse , déterminer naturellement le volonté en vue de ce bonheur auquel nous tendre tout dans tout notre action","Si nous recherchons la raison de ce qu’ici l’Expérience vérifie avec tant d’évidence, et que nous examinions comment cette inquiétude opère toute seule sur la Volonté, et la détermine à prendre tel ou tel parti, nous trouverons, que, comme nous ne sommes capables que d’une seule détermination de la Volonté vers une seule action à la fois, l’inquiétude présente qui nous presse, détermine naturellement la Volonté en vue de ce bonheur auquel nous tendons tous dans toutes nos Actions."
L2_CH_21,nous,voyons,voir,5,pourtant,qu’ une grande et violente inquiétude s’ étant une fois emparée de la Volonté,qu’ un grand et violent inquiétude s’ être un fois emparer de le volonté,"Bien que nous reconnaissons d’une durée éternelle et d’une excellence indicible, et dont même notre Esprit a quelquefois été touché, ne fixe pas pour toûjours notre Volonté, nous voyons pourtant qu’une grande et violente inquiétude s’étant une fois emparée de la Volonté, ne lui donne aucun repit"
L2_CH_21,nous,trouverons,trouver,5.85,NAN,qu’ il n’ y a qu’ une très - petite portion de notre Vie qui soit assez exempte de ces sortes d’ inquiétudes pour nous laisser en liberté d’ être attirez par un Bien absent plus éloigné,qu’ il n’ y avoir qu’ un très - petit portion de notre vie qui être assez exempt de ce sorte d’ inquiétude pour nous laisser en liberté d’ être attirer par un bien absent plus éloigné,"Mode, l’Exemple ou l’Education nous rendent habituelles, et mille autres desirs irréguliers qui nous sont devenus naturels par la coutume, nous trouverons qu’il n’y a qu’une très-petite portion de notre Vie qui soit assez exempte de ces sortes d’inquiétudes pour nous laisser en liberté d’être attirez par un Bien absent plus éloigné."
L2_CH_21,nous,jugeons,juger,7.4,NAN,que ces choses ne sont pas capables de nous faire réellement autant de mal qu’ elles le font effectivement,que ce chose ne être pas capable de nous faire réellement autant de mal qu’ lui le faire effectivement,Lorsque nous jugeons que ces choses ne sont pas capables de nous faire réellement autant de mal qu’elles le font effectivement.
L2_CH_21,je,croyais,croire,5.03,NAN,qu’ elle me conduisait,qu’ lui me conduire,"Dans ce que j’écrivis d’abord, je suivis avec une entiére indifférence la Vérité, où je croyais qu’elle me conduisait."
L2_CH_22,nous,trouverons,trouver,5.85,NAN,qu’ elles ont une autre origine,qu’ lui avoir un autre origine,"Mais si nous examinons avec attention les Idées que j’appelle Mode Mixtes et dont nous parlons présentement, nous trouverons qu’elles ont une autre origine."
L2_CH_22,Nous,verrons,voir,5,même,que personne n’ a sujet de craindre de n’ avoir pas un champ assez vaste pour donner essor à ses pensées,que personne n’ avoir sujet de craindre de n’ avoir pas un champ assez vaste pour donner essor à son pensée,"Nous verrons même, avant que de finir cet Ouvrage, que personne n’a sujet de craindre de n’avoir pas un champ assez vaste pour donner essor à ses pensées ;"
L2_CH_23,nous,supposons,supposer,3.29,NAN,qu’ elles existent dans quelque sujet commun qui en est le soutien,qu’ lui exister dans quelque sujet commun qui en être le soutien,"Delà vient, que lorsque quelque Espèce particuliére de Substances corporelles, comme un Cheval, une Pierre, etcetera, vient à faire le sujet de notre entretien et de nos pensées, quoi que l’idée que nous avons de l’une ou de l’autre de ces choses ne soit qu’une combinaison ou collection de différentes Idées simples des Qualités sensibles que nous trouvons unies dans ce que nous appellons Cheval ou Pierre, cependant comme nous ne saurions concevoir que ces Qualités subsistent toutes seules, ou l’une dans l’autre, nous supposons qu’elles existent dans quelque sujet commun qui en est le soutien ;"
L2_CH_23,je,connais,connaître,7,NAN,qu’ il y a quelque Etre corporel hors de moi qui est l’ objet de cette sensation,qu’ il y avoir quelque etre corporel hors de moi qui être l’ objet de ce sensation,"Car dans le temps que voyant ou entendant, etcetera, je connais qu’il y a quelque Etre corporel hors de moi qui est l’objet de cette sensation, je sai d’une manière encore plus certaine qu’il y a au dedans de moi quelque Etre spirituel qui voit et qui entend."
L2_CH_23,je,trouve,trouver,5.85,NAN,que les Esprits non plus que les Corps ne sauraient operer qu’ où ils sont  ,que le esprit non plus que le corps ne savoir operer qu’ où il être  ,et que je trouve que les Esprits non plus que les Corps ne sauraient operer qu’où ils sont ; et que les Esprits operent en divers temps dans différens lieux
L2_CH_23,nous,trouverons,trouver,5.85,NAN,qu’ il s’ en faut de beaucoup que l’ idée que nous avons de l’ étendue du Corps soit plus claire que l’ idée que nous avons de la Pensée,qu’ il s’ en falloir de beaucoup que l’ idée que nous avoir de l’ étendue de corps être plus clair que l’ idée que nous avoir de le pensée,"Tant il est vrai que si nous voulons rechercher la nature, la cause et la manière de l’Etendue du Corps, qui n’est autre chose que la cohésion de parties solides, nous trouverons qu’il s’en faut de beaucoup que l’idée que nous avons de l’étendue du Corps soit plus claire que l’idée que nous avons de la Pensée."
L2_CH_23,nous,trouvons,trouver,5.85,NAN,que cette recherche ne sert qu’ à nous faire sentir combien sont courtes nos lumières,que ce recherche ne servir qu’ à nous faire sentir combien être court notre lumière,"Car dès que l’Esprit veut porter sa vue au delà de ces idées originales qui nous viennent par Sensation pour par Reflexion, pour pénétrer dans leurs causes et dans la manière de leur production, nous trouvons que cette recherche ne sert qu’à nous faire sentir combien sont courtes nos lumières."
L2_CH_23,nous,apercevons,apercevoir,nan,bientôt,que la nature de l’ Etendue ne nous est pas connue plus nettement que celle de la Pensée,que le nature de l’ etendue ne nous être pas connaître plus nettement que celui de le pensée,"Que si nous voulons rechercher, outre cela, leur nature, leurs causes, etcetera, nous apercevons bientôt que la nature de l’Etendue ne nous est pas connue plus nettement que celle de la Pensée."
