Divs,Source,VAP,Lemma,VAP_values,ADV,Target,Target_lemma,Phrase Complete
Section_04.,Je,sais,savoir,8.65,NAN,qu' en fait elle en est toujours inférée,que en fait lui en être toujours inférer,Je sais qu'en fait elle en est toujours inférée.
Section_05.,nous,affirmons,affirmer,nan,NAN,"que , après la conjonction constante de deux objets - chaleur et flamme , par exemple , ou poids et solidité - nous sommes déterminés par l' accoutumance seule à attendre l' un de l' apparition de l' autre","que , après le conjonction constant de deux objet - chaleur et flamme , par exemple , ou poids et solidité - nous être déterminer par le accoutumance seul à attendre le un de le apparition de le autre","Et il est certain que nous avançons ici une proposition au moins très intelligible, sinon vraie, quand nous affirmons que, après la conjonction constante de deux objets - chaleur et flamme, par exemple, ou poids et solidité - nous sommes déterminés par l'accoutumance seule à attendre l'un de l'apparition de l'autre."
Section_05.,nous,trouverions,trouver,5.85,peut-être,"que c' est une tâche très difficile , sinon impossible","que ce être un tâche très difficile , sinon impossible","Si nous avions à tenter une définition de ce sentiment, nous trouverions peut-être que c'est une tâche très difficile, sinon impossible;"
Section_05.,je,sais,savoir,8.65,NAN,qu' ils possédaient antérieurement,que il posséder antérieurement,Je me les dépeins comme existant à présent avec les mêmes qualités et relations que je sais qu'ils possédaient antérieurement.
Section_05.,Je,crois,croire,5.03,NAN,"qu' il ne sera pas difficile , d' après ces suppositions , de trouver d' autres opérations de l' esprit , analogues à celle-ci , et de remonter de ces phénomènes à des principes encore plus généraux","que il ne être pas difficile , de après ce supposition , de trouver de autre opération de le esprit , analogue à celui-ci , et de remonter de ce phénomène à un principe encore plus général","Je crois qu'il ne sera pas difficile, d'après ces suppositions, de trouver d'autres opérations de l'esprit, analogues à celle-ci, et de remonter de ces phénomènes à des principes encore plus généraux."
Section_05.,nous,croyons,croire,5.03,NAN,que notre ami a existé autrefois,que notre ami avoir exister autrefois,L'influence du portrait suppose que nous croyons que notre ami a existé autrefois.
Section_06.,nous,croyions,croire,5.03,NAN,qu' il se révélera dans les faits,que il se révéler dans le fait,"Bien que nous donnions la préférence à l'effet le plus habituel, et que nous croyions qu'il se révélera dans les faits, nous ne devons pas négliger les autres effets;"
Section_06.,nous,concevons,concevoir,6,NAN,"que l' un s' est produit une centaine de fois , par exemple un autre dix fois , et un autre une seule fois","que le un se être produire un centaine de fois , par exemple un autre dix fois , et un autre un seul fois","Ainsi donc, il semble évident que, quand nous transférons le passé au futur, afin de déterminer l'effet qui résultera de quelque cause, nous transférons tous les différents événements dans la même proportion où ils sont apparus dans le passé, et nous concevons que l'un s'est produit une centaine de fois, par exemple un autre dix fois, et un autre une seule fois."
Section_07.,Nous,trouvons,trouver,5.85,seulement,"que l' un , dans les faits , suit réellement l' autre","que le un , dans le fait , suivre réellement le autre","Nous trouvons seulement que l'un, dans les faits, suit réellement l'autre."
Section_07.,Nous,savons,savoir,8.65,NAN,qu' en fait la chaleur accompagne constamment la flamme,que en fait le chaleur accompagner constamment le flamme,Nous savons qu'en fait la chaleur accompagne constamment la flamme;
Section_07.,nous,pensons,penser,5.46,alors,que nous l' avons examinée avec une exactitude suffisante,que nous le avoir examiner avec un exactitude suffisant,"Affirmerons-nous alors que nous sommes conscients d'un pouvoir ou énergie dans nos propres esprits quand, par un acte ou commandement de notre volonté, nous faisons naître une nouvelle idée, que nous arrêtons l'esprit à sa contemplation, la tournons de tous côtés, et enfin l'écartons pour quelque autre idée, alors que nous pensons que nous l'avons examinée avec une exactitude suffisante?"
Section_07.,Je,crois,croire,5.03,NAN,que les mêmes arguments prouveront que même ce commandement de la volonté nous ne donne par un véritable idée de pouvoir ou d' énergie,que le même argument prouver que même ce commandement de le volonté nous ne donne par un véritable idée de pouvoir ou de énergie,Je crois que les mêmes arguments prouveront que même ce commandement de la volonté nous ne donne par un véritable idée de pouvoir ou d'énergie.
Section_07.,Nous,supposons,supposer,3.29,NAN,"qu' il y a une connexion entre eux , un pouvoir dans l' un , par lequel il produit infailliblement l' autre , et qui opère avec la plus grande certitude et la plus forte nécessité","que il y avoir un connexion entrer lui , un pouvoir dans le un , par lequel il produire infailliblement le autre , et qui opérer avec le plus grand certitude et le plus fort nécessité","Nous supposons qu'il y a une connexion entre eux, un pouvoir dans l'un, par lequel il produit infailliblement l'autre, et qui opère avec la plus grande certitude et la plus forte nécessité."
Section_08.,Je,reconnais,reconnaître,6.85,NAN,"que le débat a été l' objet de tant de discussions de tous côtés et a conduit les philosophes dans un tel labyrinthe de sophismes obscurs , qu' il n' est pas étonnant qu' un lecteur sensé se permette sans retenue d' aller jusqu' à faire la sourde oreille quand on lui propose une telle question , de laquelle il n' attend ni instruction ni divertissement","que le débat avoir être le objet de tant de discussion de tout côté et avoir conduire le philosophe dans un tel labyrinthe de sophisme obscur , que il ne être pas étonnant que un lecteur sensé se permettre sans retenue de aller jusque à faire le sourd oreille quand on luire proposer un tel question , de lequel il ne attendre ni instruction ni divertissement","Je reconnais que le débat a été l'objet de tant de discussions de tous côtés et a conduit les philosophes dans un tel labyrinthe de sophismes obscurs, qu'il n'est pas étonnant qu'un lecteur sensé se permette sans retenue d'aller jusqu'à faire la sourde oreille quand on lui propose une telle question, de laquelle il n'attend ni instruction ni divertissement."
Section_08.,nous,savons,savoir,8.65,NAN,"que les caractères des hommes sont , à un certain degré , inconstants et irréguliers","que le caractère de homme être , à un certain degré , inconstant et irrégulier","Ou même, quand une action, comme cela arrive parfois, ne peut être expliquée dans sa particularité, que ce soit par la personne elle-même ou par d'autres, en général, nous savons que les caractères des hommes sont, à un certain degré, inconstants et irréguliers."
Section_08.,je,sais,savoir,8.65,NAN,qu' il ne va pas mettre sa main dans le feu et la tenir ainsi jusqu' à ce qu' elle se consume,que il ne aller pas mettre son main dans le feu et le tenir ainsi jusque à ce que lui se consume,Je dirai que je sais avec certitude qu'il ne va pas mettre sa main dans le feu et la tenir ainsi jusqu'à ce qu'elle se consume;
Section_08.,Je,pense,penser,5.46,NAN,que la chose peut s' expliquer de la façon suivante,que le chose pouvoir se expliquer de le façon suivant,Je pense que la chose peut s'expliquer de la façon suivante.
Section_08.,nous,trouvons,trouver,5.85,NAN,"qu' ils ne différent qu' en paroles [ de ce raisonnement ] , non dans leur vrai sentiment","que il ne différer que en parole [ de ce raisonnement ] , non dans son vrai sentiment","Et bien que ce raisonnement puisse contredire les systèmes de nombreux philosophes, en attribuant la nécessité aux déterminations de la volonté, nous trouvons, à la réflexion, qu'ils ne différent qu'en paroles [de ce raisonnement], non dans leur vrai sentiment."
Section_10.,nous,supposé,supposer,3.29,NAN,que le témoignage sur lequel le miracle est fondé,que le témoignage sur lequel le miracle être fonder,"Dans le raisonnement précédent, nous avons supposé que le témoignage sur lequel le miracle est fondé a la possibilité d'atteindre le niveau d'une preuve entière, et que la fausseté de ce témoignage serait un réel prodige;"
Section_10.,je,reconnais,reconnaître,6.85,ailleurs,"qu' il est possible qu' il y ait des miracles ou violations du cours ordinaire de la nature , d' une sorte telle que ces miracles admettent une preuve tirée du témoignage humain , quoiqu' il soit peut-être impossible d' en trouver de pareils dans tous les écrits historiques","que il être possible que il y avoir un miracle ou violation de cours ordinaire de le nature , de un sorte tel que ce miracle admettre un preuve tirer de témoignage humain , quoique il être peut-être impossible de en trouver de pareil dans tout le écrit historique","D'ailleurs, je reconnais qu'il est possible qu'il y ait des miracles ou violations du cours ordinaire de la nature, d'une sorte telle que ces miracles admettent une preuve tirée du témoignage humain, quoiqu'il soit peut-être impossible d'en trouver de pareils dans tous les écrits historiques."
Section_10.,je,croirais,croire,5.03,plutôt,que les événements les plus extraordinaires naissent de leur concours,que le événement le plus extraordinaire naître de son concours,"La sagesse et le solide jugement de cette reine célèbre, avec le peu d'avantages - ou l'absence d'avantages - qu'elle pouvait recueillir d'un artifice si médiocre, tout cela pourrait m'étonner, mais je répliquerais encore que la friponnerie et la folie des hommes sont des phénomènes si courants que je croirais plutôt que les événements les plus extraordinaires naissent de leur concours, que d'admettre une violation si éclatante des lois de la nature."
Section_10.,je,pense,penser,5.46,NAN,"qu' elle peut servir à confondre ces dangereux amis ou ennemis déguisés de la Religion Chrétienne , qui ont entrepris de la défendre par les principes de la raison humaine","que lui pouvoir servir à confondre ce dangereux ami ou ennemi déguiser de le religion chrétien , qui avoir entreprendre de le défendre par le principe de le raison humain","Je suis d'autant plus content de cette méthode de raisonnement ici donnée que je pense qu'elle peut servir à confondre ces dangereux amis ou ennemis déguisés de la Religion Chrétienne, qui ont entrepris de la défendre par les principes de la raison humaine."
Section_11.,Je,sais,savoir,8.65,NAN,"qu' en fait , ces persécutions n' ont jamais , à aucune époque , procédé de la calme raison ou de l' expérience , mais qu' elle proviennent entièrement de la passion et du préjugé","que en fait , ce persécution ne avoir jamais , à aucun époque , procéder de le calme raison ou de le expérience , mais que lui provenir entièrement de le passion et de préjugé","Je sais, répliqua-t-il, qu'en fait, ces persécutions n'ont jamais, à aucune époque, procédé de la calme raison ou de l'expérience, mais qu'elle proviennent entièrement de la passion et du préjugé."
Section_11.,nous,affirmons,affirmer,nan,NAN,qu' elle est capable de produire d' autres effets,que lui être capable de produire de autre effet,"Si nous lui attribuons des qualités supplémentaires, ou que nous affirmons qu'elle est capable de produire d'autres effets, nous ne faisons qu'un usage abusif des conjectures, et nous supposons l'existence de qualités et d'énergies sans raison ni autorité."
Section_11.,je,reconnais,reconnaître,6.85,NAN,que de telles conjectures peuvent peut-être être admises comme des solutions plausibles des phénomènes du mal,que de tel conjecture pouvoir peut-être être admettre comme un solution plausible de phénomène de mal,"Et, sur cette supposition, je reconnais que de telles conjectures peuvent peut-être être admises comme des solutions plausibles des phénomènes du mal, mais je pose encore une question : pourquoi prendre ces attributs pour accordés?"
Section_11.,Je,reconnais,reconnaître,6.85,NAN,"que , dans l' ordre présent des choses , la vertu est accompagnée de plus de paix de l' esprit que le vice , et qu' elle rencontre un accueil plus favorable du monde","que , dans le ordre présent de chose , le vertu être accompagner de plus de paix de le esprit que le vice , et que lui rencontre un accueil plus favorable de monde","Je reconnais que, dans l'ordre présent des choses, la vertu est accompagnée de plus de paix de l'esprit que le vice, et qu'elle rencontre un accueil plus favorable du monde."
Section_11.,nous,savons,savoir,8.65,NAN,qu' ils ont été exercés et mis en pratique,que il avoir être exercer et mettre en pratique,Nous ne pouvons jamais avoir de raison d'inférer des attributs ou des principes d'action en cette divinité que dans la mesure où nous savons qu'ils ont été exercés et mis en pratique.
Section_11.,je,pense,penser,5.46,NAN,que vous le devez,que vous le devoir,"Mais, vous permettant de faire de l'expérience (comme en vérité je pense que vous le devez) le seul critère de notre jugement sur cette question, et sur toutes les autres questions de fait, je ne doute pas que, mais à partir de la même expérience à laquelle vous en appelez, il soit possible de réfuter ce raisonnement que vous avez mis dans la bouche d'ÉPICURE."
Section_11.,nous,trouvons,trouver,5.85,donc,qu' un ouvrage procède du talent et de l' industrie de l' homme,que un ouvrage procéder de talent et de le industrie de le homme,"Quand donc nous trouvons qu'un ouvrage procède du talent et de l'industrie de l'homme, comme par ailleurs nous connaissons la nature de l'animal, nous pouvons tirer cent inférences sur ce qu'on peut attendre de lui, et ces inférences seront toutes fondées sur l'expérience et l'observation."
Section_11.,Je,crois,croire,5.03,NAN,"que l’ État doit tolérer tous les principes de philosophie ,","que l’ état devoir tolérer tout le principe de philosophie ,","Je crois que l’État doit tolérer tous les principes de philosophie, et il n'existe pas d'exemple qu'un gouvernement ait souffert d'une pareille indulgence dans ses intérêts politiques."
Section_12.,nous,croyons,croire,5.03,pourquoi,qu' une pierre va tomber ou que le feu va brûler,que un pierre aller tomber ou que le feu aller brûler,"Alors que nous ne pouvons donner une raison satisfaisante qui expliquerait pourquoi nous croyons, après mille expériences, qu'une pierre va tomber ou que le feu va brûler, pourrons-nous jamais nous satisfaire sur une quelconque détermination que nous pourrions former sur l'origine des mondes et sur la situation de la nature, depuis l'éternité, et pour l'éternité."
