Divs,Phrases
meditation_1,"Et m’arrêtant sur cette pensée je vois si manifestement qu’il n’y a point d’indices concluants, ni de marques assez certaines par où l’on puisse distinguer nettement la veille d’avec le sommeil, que j’en suis tout étonné, et mon étonnement est tel, qu’il est presque capable de me persuader que je dors."
meditation_1,"Supposons donc maintenant que nous sommes endormis, et que toutes ces particularités-ci, à savoir, que nous ouvrons les yeux, que nous remuons la tête, que nous étendons les mains, et choses semblables, ne sont que de fausses illusions ;"
meditation_1,"Et pensons que peut être nos mains, ni tout notre corps, ne sont pas tels que nous les voyons ;"
meditation_1,"Toutefois il faut au moins avouer que les choses qui nous sont représentées dans le sommeil, sont comme des tableaux, et des peintures qui ne peuvent être formées qu’à la ressemblance de quelque chose de réel, et de véritable ; et qu’ainsi pour le moins ces choses générales, à savoir, des yeux, une tête, des mains, et tout le reste du corps, ne sont pas choses imaginaires, mais vraies, et existantes."
meditation_1,"Car de vrai les peintres, lors même qu’ils s’étudient avec le plus d’artifice à représenter des Sirènes et des Satyres par des formes bizarres, et extraordinaires, ne leur peuvent pas toutefois attribuer des formes, et des natures entièrement nouvelles, mais font seulement un certain mélange et composition des membres de divers animaux ; ou bien si peut-être leur imagination est assez extravagante, pour inventer quelque chose de si nouveau, que jamais nous n’ayons rien vu de semblable, et qu’ainsi leur ouvrage nous représente une chose purement feinte et absolument fausse ; certes à tout le moins les couleurs dont ils le composent doivent-elles être véritables."
meditation_1,"Et par la même raison, encore que ces choses générales, à savoir, des yeux, une tête, des mains, et autres semblables, pussent être imaginaires : il faut toutefois avouer qu’il y a des choses encore plus simples, et plus universelles, qui sont vraies et existantes, du mélange desquelles, ne plus ne moins que de celui de quelques véritables couleurs, toutes ces images des choses qui résident en notre pensée, soit vraies et réelles, soit feintes et fantastiques, sont formées."
meditation_1,"De ce genre de choses est la nature corporelle en général, et son étendue ; ensemble la figure des choses étendues, leur quantité ou grandeur, et leur nombre ; comme aussi le lieu où elles sont, le temps qui mesure leur durée, et autres semblables."
meditation_1,"C’est pourquoi peut-être que de là nous ne conclurons pas mal, si nous disons que la Physique, l’Astronomie, la Médecine, et toutes les autres sciences qui dépendent de la considération des choses composées, sont fort douteuses et incertaines ; mais que l’Arithmétique, la Géométrie, et les autres sciences de cette nature, qui ne traitent que de choses fort simples et fort générales, sans se mettre beaucoup en peine si elles sont dans la nature, ou si elles n’y sont pas, contiennent quelque chose de certain, et d’indubitable ;"
meditation_1,"Car soit que je veille, ou que je dorme, deux et trois joints ensemble formeront toujours le nombre de cinq, et le carré n’aura jamais plus de quatre côtés ; Et il ne semble pas possible que des vérités si apparentes puissent être soupçonnées d’aucune fausseté, ou d’incertitude."
meditation_1,"Toutefois il y a longtemps que j’ai dans mon esprit une certaine opinion, qu’il y a un Dieu qui peut tout, et par qui j’ai été créé et produit tel que je suis :"
meditation_1,"or qui me peut avoir assuré que ce Dieu n’ait point fait qu’il n’y ait aucune terre, aucun Ciel, aucun corps étendu, aucune figure, aucune grandeur, aucun lieu, et que néanmoins j’aie les sentiments de toutes ces choses, et que tout cela ne me semble point exister autrement que je le vois ?"
meditation_1,"Et même comme je juge quelquefois que les autres se méprennent, même dans les choses qu’ils pensent savoir avec le plus de certitude, il se peut faire qu’il ait voulu que je me trompe toutes les fois que je fais l’addition de deux et de trois, ou que je nombre les côtés d’un carré, ou que je juge de quelque chose encore plus facile, si l’on se peut imaginer rien de plus facile que cela."
meditation_1,Mais peut-être que Dieu n’a pas voulu que je fusse déçu de la sorte : car il est dit souverainement bon ;
meditation_1,"Toutefois si cela répugnerait à sa bonté de m’avoir fait tel que je me trompasse toujours, cela semblerait aussi lui être aucunement contraire de permettre que je me trompe quelquefois, et néanmoins je ne puis douter qu’il ne le permette."
meditation_1,"Il y aura peut-être ici des personnes qui aimeront mieux nier l’existence d’un Dieu si puissant, que de croire que toutes les autres choses sont incertaines ;"
meditation_1,"mais ne leur résistons pas pour le présent, et supposons en leur faveur que tout ce qui est dit ici d’un Dieu soit une fable ;"
meditation_1,"Toutefois de quelque façon qu’ils supposent que je sois parvenu à l’état, et à l’être que je possède, soit qu’ils l’attribuent à quelque destin ou fatalité, soit qu’ils le référent au hasard, soit qu’ils veuillent que ce soit par une continuelle suite et liaison des choses : Il est certain que puisque faillir et se tromper est une espèce d’imperfection, d’autant moins puissant sera l’auteur qu’ils attribueront à mon origine, d’autant plus sera t’il probable, que je suis tellement imparfait que je me trompe toujours."
meditation_1,"Auxquelles raisons je n’ai certes rien à répondre, mais je suis contraint d’avouer, que de toutes les opinions que j’avais autrefois reçues en ma créance pour véritables, il n’y en a pas une de laquelle je ne puisse maintenant douter, non par aucune inconsidération ou légèreté, mais pour des raisons très-fortes, et mûrement considérées : de sorte qu’il est nécessaire que j’arrête et suspende désormais mon jugement sur ces pensées, et que je ne leur donne pas plus de créance, que je ferais à des choses qui me paraîtraient évidemment fausses, si je désire trouver quelque chose de constant, et d’assuré dans les sciences."
meditation_1,"Mais il ne suffit pas d’avoir fait ces remarques, il faut encore que je prenne soin de m’en souvenir : car ces anciennes et ordinaires opinions me reviennent encore souvent en la pensée, le long et familier usage qu’elles ont eu avec moi leur donnant droit d’occuper mon esprit contre mon gré, et de se rendre presque maîtresses de ma créance ;"
meditation_1,"Et je ne me désaccoutumerai jamais d’y acquiescer, et de prendre confiance en elles, tant que je les considérerai telles qu’elles sont en effet, c’est à savoir en quelque façon douteuses, comme je viens de montrer, et toutefois fort probables : en sorte que l’on a beaucoup plus de raison de les croire que de les nier."
meditation_1,"C’est pourquoi je pense que j’en userai plus prudemment, si prenant un parti contraire, j’emploie tous mes soins à me tromper moi-même, feignant que toutes ces pensées sont fausses et imaginaires, jusques à ce qu’ayant tellement balancé mes préjugés qu’ils ne puissent faire pencher mon avis plus d’un côté que d’un autre, mon jugement ne soit plus désormais maîtrisé par de mauvais usages, et détourné du droit chemin qui le peut conduire à la connaissance de la vérité."
meditation_1,"Car je suis assuré que cependant il ne peut y avoir de péril ni d’erreur en cette voie, et que je ne saurais aujourd’hui trop accorder à ma défiance, puisqu’il n’est pas maintenant question d’agir, mais seulement de méditer et de connaître."
meditation_1,"Je supposerai donc qu’il y a, non point un vrai Dieu qui est la souveraine source de vérité, mais un certain mauvais génie non moins rusé et trompeur que puissant, qui a employé toute son industrie à me tromper."
meditation_1,"Je penserai que le Ciel, l’air, la terre, les couleurs, les figures, les sons, et toutes les choses extérieures que nous voyons, ne sont que des illusions et tromperies, dont il se sert pour surprendre ma crédulité."
meditation_1,"Je me considérerai moi-même comme n’ayant point de mains, point d’yeux, point de chair, point de sang, comme n’ayant aucuns sens, mais croyant faussement avoir toutes ces choses ;"
meditation_1,"Je demeurerai obstinément attaché à cette pensée, et si par ce moyen il n’est pas en mon pouvoir de parvenir à la connaissance d’aucune vérité, à tout le moins il est en ma puissance de suspendre mon jugement ;"
meditation_1,"C’est pourquoi je prendrai garde soigneusement de ne point recevoir en ma croyance aucune fausseté, et préparerai si bien mon esprit à toutes les ruses de ce grand trompeur, que pour puissant et rusé qu’il soit, il ne me pourra jamais rien imposer."
meditation_1,"Mais ce dessein est pénible et laborieux, et une certaine paresse m’entraîne insensiblement dans le train de ma vie ordinaire ;"
meditation_1,"Et tout de même qu’un esclave qui jouissait dans le sommeil d’une liberté imaginaire, lorsqu’il commence à soupçonner que sa liberté n’est qu’un songe, craint d’être réveillé, et conspire avec ces illusions agréables pour en être plus longuement abusé ; Ainsi je retombe insensiblement de moi-même dans mes anciennes opinions, et j’appréhende de me réveiller de cet assoupissement ; De peur que les veilles laborieuses qui succéderaient à la tranquillité de ce repos, au lieu de m’apporter quelque jour et quelque lumière dans la connaissance de la vérité, ne fussent pas suffisantes pour éclaircir les ténèbres des difficultés qui viennent d’être agitées."
meditation_2,"La Méditation que je fis hier m’a rempli l’esprit de tant de doutes, qu’il n’est plus désormais en ma puissance de les oublier ;"
meditation_2,"Et cependant je ne vois pas de quelle façon je les pourrai résoudre ; et comme si tout à coup j’étais tombé dans une eau très profonde, je suis tellement surpris, que je ne puis ni assurer mes pieds dans le fond, ni nager pour me soutenir au dessus."
meditation_2,"Je m’efforcerai néanmoins, et suivrai derechef la même voie où j’étais entré hier, en m’éloignant de tout ce en quoi je pourrai imaginer le moindre doute, tout de même que si je connaissais que cela fût absolument faux ; et je continuerai toujours dans ce chemin, jusqu’à ce que j’aie rencontré quelque chose de certain, ou du moins, si je ne puis autre chose jusqu’à ce que j’aie appris certainement, qu’il n’y a rien au monde de certain."
meditation_2,"Archimedes pour tirer le Globe terrestre de sa place, et le transporter en un autre lieu, ne demandait rien qu’un point qui fût fixe et assuré."
meditation_2,"Ainsi j’aurai droit de concevoir de hautes espérances, si je suis assez heureux pour trouver seulement une chose qui soit certaine et indubitable."
meditation_2,Je suppose donc que toutes les choses que je vois sont fausses ;
meditation_2,Je me persuade que rien n’a jamais été de tout ce que ma mémoire remplie de mensonges me représente ;
meditation_2,Je pense n’avoir aucun sens ;
meditation_2,"Je crois que le corps, la figure, l’étendue, le mouvement, et le lieu ne sont que des fictions de mon esprit ;"
meditation_2,qu’est ce donc qui pourra être estimé véritable ?
meditation_2,"Peut-être rien autre chose, sinon qu’il n’y a rien au monde de certain."
meditation_2,"Mais que sais-je s’il n’y a point quelque autre chose différente de celles que je viens de juger incertaines, de laquelle on ne puisse avoir le moindre doute ?"
meditation_2,"N’y a-t-il point quelque Dieu, ou quelque autre puissance qui me met en l’esprit ces pensées ?"
meditation_2,"Cela n’est pas nécessaire, car peut-être que je suis capable de les produire de moi-même. "
meditation_2,Moi donc à tout le moins ne suis-je pas quelque chose ?
meditation_2,"Mais j’ai déjà nié que j’eusse aucun sens, ni aucun corps ;"
meditation_2,J'hésite néanmoins : car que s’ensuit-il de là ?
meditation_2,"suis-je tellement dépendant du corps et des sens, que je ne puisse être sans eux ?"
meditation_2,"Mais je me suis persuadé qu’il n’y avait rien du tout dans le monde, qu’il n’y avait aucun ciel, aucune terre, aucuns esprits, ni aucuns corps, ne me suis-je donc pas aussi persuadé que je n’étais point ?"
meditation_2,"Non certes, j’étais sans doute, si je me suis persuadé, ou seulement si j’ai pensé quelque chose ;"
meditation_2,"mais il y a un je ne sais quel trompeur très-puissant et très-rusé, qui emploie toute son industrie à me tromper toujours ;"
meditation_2,"il n’y a donc point de doute que je suis, s’il me trompe ; et qu’il me trompe tant qu’il voudra, il ne saurait jamais faire que je ne sois rien, tant que je penserai être quelque chose :"
meditation_2,"De sorte qu’après y avoir bien pensé, et avoir soigneusement examiné toutes choses : Enfin il faut conclure, et tenir pour constant que cette proposition : Je suis, j’existe, est nécessairement vraie, toutes les fois que je la prononce, ou que je la conçois en mon Esprit."
meditation_2,"Mais je ne connais pas encore assez clairement ce que je suis, moi qui suis certain que je suis : De sorte que désormais il faut que je prenne soigneusement garde de ne prendre pas imprudemment quelque autre chose pour moi, et ainsi de ne me point méprendre dans cette connaissance, que je soutiens être plus certaine et plus évidente que toutes celles que j’ai eues auparavant."
meditation_2,"C’est pourquoi je considérerai derechef ce que je croyais être avant que j’entrasse dans ces dernières pensées ; et de mes anciennes opinions je retrancherai tout ce qui peut être combattu par les raisons que j’ai tantôt alléguées, en sorte qu’il ne demeure précisément rien que ce qui est entièrement indubitable."
meditation_2,Qu’est-ce donc que j’ai cru être ci-devant ?
meditation_2,sans difficulté j’ai pensé que j’étais un homme;
meditation_2,mais qu’est-ce qu’un homme ?
meditation_2,Dirai-je que c’est un animal raisonnable ?
meditation_2,"non certes, car il faudrait par après rechercher ce que c’est qu’animal, et ce que c’est que raisonnable, et ainsi d’une seule question nous tomberions insensiblement en une infinité d’autres plus difficiles et embarrassées, et je ne voudrais pas abuser du peu de temps et de loisir qui me reste, en l’employant à démêler de semblables subtilités :"
meditation_2,"Mais je m’arrêterai plutôt à considérer ici les pensées qui naissaient ci-devant d’elles-mêmes en mon esprit, et qui ne m’étaient inspirées que de ma seule nature, lorsque je m’appliquais à la considération de mon être."
meditation_2,"Je me considérais premièrement comme ayant un visage, des mains, des bras, et toute cette machine composée d’os, et de chair, telle qu’elle paraît en un cadavre, laquelle je désignais par le nom de corps ;"
meditation_2,"Je considérais, outre cela, que je me nourrissais, que je marchais, que je sentais, et que je pensais ; et je rapportais toutes ces actions à l’âme ; mais je ne m’arrêtais point à penser ce que c’était que cette Âme, ou bien si je m’y arrêtais, j’imaginais qu’elle était quelque chose extrêmement rare et subtile, comme un vent, une flamme, ou un air très délié qui était insinué et répandu dans mes plus grossières parties."
meditation_2,"Pour ce qui était du corps, je ne doutais nullement de sa nature, car je pensais la connaître fort distinctement, et si je l’eusse voulu expliquer suivant les notions que j’en avais, je l’eusse décrite en cette sorte. Par le corps, j’entends tout ce qui peut être terminé par quelque figure, qui peut être compris en quelque lieu, et remplir un espace en telle sorte que tout autre corps en soit exclus : qui peut être senti ou par l’attouchement, ou par la vue, ou par l’ouïe, ou par le goût, ou par l’odorat : qui peut être meu en plusieurs façons, non par lui-même, mais par quelque chose d’étranger duquel il soit touché, et dont il reçoive l’impression ;"
meditation_2,"Car d’avoir en soi la puissance de se mouvoir, de sentir, et de penser, je ne croyais aucunement que l’on dût attribuer ces avantages à la nature corporelle ; au contraire je m’étonnais plutôt de voir que de semblables facultés se rencontraient en certains corps."
meditation_2,"Mais moi qui suis-je maintenant que je suppose qu’il y a quelqu’un, qui est extrêmement puissant, et si je l’ose dire malicieux et rusé, qui emploie toutes ses forces et toute son industrie à me tromper ?"
meditation_2,puis-je m’assurer d’avoir la moindre de toutes les choses que j’ai attribué ci-dessus à la nature corporelle ?
meditation_2,"Je m’arrête à y penser avec attention, je passe et repasse toutes ces choses en mon esprit, et je n’en rencontre aucune que je puisse dire être en moi. Il n’est pas besoin que je m’arrête à les dénombrer."
meditation_2,"Passons donc aux attributs de l’Âme, et voyons s’il y en a quelques-uns qui soient en moi."
meditation_2,"Les premiers sont de me nourrir, et de marcher ; mais s’il est vrai que je n’ai point de corps, il est vrai aussi que je ne puis ni marcher, ni me nourrir."
meditation_2,"Un autre est de sentir ; mais on ne peut aussi sentir sans le corps, outre que j’ai pensé sentir autrefois plusieurs choses pendant le sommeil, que j’ai reconnu à mon réveil n’avoir point en effet senties."
meditation_2,Un autre est de penser ; et je trouve ici que la pensée est un attribut qui m’appartient.
meditation_2,"Elle seule ne peut être détachée de moi,"
meditation_2,"je suis, j’existe, cela est certain ; Mais combien de temps ?"
meditation_2,"à savoir autant de temps que je pense ; car peut-être se pourrait-il faire si je cessais de penser, que je cesserais en même temps d’être, ou d’exister :"
meditation_2,"Je n’admets maintenant rien qui ne soit nécessairement vrai : Je ne suis donc précisément parlant qu’une chose qui pense, c’est à dire un Esprit, un Entendement, ou une raison, qui sont des termes dont la signification m’était auparavant inconnue."
meditation_2,"Or je suis une chose vraie, et vraiment existante ; mais quelle chose ?"
meditation_2,"je l’ai dit, une chose qui pense."
meditation_2,Et quoi davantage ?
meditation_2,J’exciterai encore mon imagination pour chercher si je ne suis point quelque chose de plus.
meditation_2,"Je ne suis point cet assemblage de membres, que l’on appelle le corps humain ; Je ne suis point un air délié et pénétrant répandu dans tous ces membres, je ne suis point un vent, un souffle, une vapeur, ni rien de tout ce que je puis feindre et imaginer, puisque j’ai supposé que tout cela n’était rien, et que sans changer cette supposition, je trouve que je ne laisse pas d’être certain que je suis quelque chose."
meditation_2,"Mais aussi peut-il arriver que ces mêmes choses, que je suppose n’être point parce qu’elles me sont inconnues, ne sont point en effet différentes de moi que je connais ?"
meditation_2,"Je n’en sais rien, je ne dispute pas maintenant de cela ; je ne puis donner mon jugement que des choses qui me sont connues : J’ai reconnu que j’étais, et je cherche quel je suis, moi que j’ai reconnu être :"
meditation_2,"Or il est très-certain que cette notion et connaissance de moi-même ainsi précisément prise, ne dépend point des choses dont l’existence ne m’est pas encore connue ; ni par conséquent, et à plus forte raison d’aucunes de celles qui sont feintes et inventées par l’imagination."
meditation_2,"Et même ces termes de feindre et d’imaginer m’avertissent de mon erreur. Car je feindrais en effet si j’imaginais être quelque chose, puisque imaginer n’est autre chose que contempler la figure, ou l’image d’une chose corporelle."
meditation_2,"Or je sais déjà certainement que je suis, et que tout ensemble il se peut faire que toutes ces images-là, et généralement toutes les choses que l’on rapporte à la nature du corps, ne soient que des songes ou des chimères."
meditation_2,"En suite de quoi je vois clairement que j’aurais aussi peu de raison, en disant : j’exciterai mon imagination pour connaître plus distinctement qui je suis, que si je disais : je suis maintenant éveillé, et j’aperçois quelque chose de réel et de véritable, mais parce que je ne l’aperçois pas encore assez nettement, je m’endormirai tout exprès, afin que mes songes me représentent cela même avec plus de vérité et d’évidence."
meditation_2,"Et ainsi je reconnais certainement que rien de tout ce que je puis comprendre par le moyen de l’imagination, n’appartient à cette connaissance que j’ai de moi-même ; et qu’il est besoin de rappeler et détourner son esprit de cette façon de concevoir, afin qu’il puisse lui-même reconnaître bien distinctement sa nature."
meditation_2,Mais qu’est-ce donc que je suis ?
meditation_2,une chose qui pense :
meditation_2,qu’est-ce qu’une chose qui pense ?
meditation_2,"c’est à dire une chose qui doute, qui conçoit, qui affirme, qui nie, qui veut, qui ne veut pas, qui imagine aussi, et qui sent."
meditation_2,Certes ce n’est pas peu si toutes ces choses appartiennent à ma nature.
meditation_2,Mais pourquoi n’y appartiendraient-elles pas ?
meditation_2,"Ne suis-je pas encore ce même qui doute presque de tout, qui néanmoins entends et conçois certaines choses, qui assure et affirme celles-là seules être véritables, qui nie toutes les autres, qui veux et désire d’en connaître davantage, qui ne veux pas être trompé, qui imagine beaucoup de choses même quelquefois en dépit que j’en aie, et qui en sens aussi beaucoup comme par l’entremise des organes du corps."
meditation_2,"Y a-t’il rien de tout cela qui ne soit aussi véritable qu’il est certain que je suis, et que j’existe, quand même je dormirais toujours, et que celui qui m’a donné l’être se servirait de toutes ses forces pour m’abuser ?"
meditation_2,"Y a-t’il aussi aucun de ces attributs qui puisse être distingué de ma pensée, ou qu’on puisse dire être séparé de moi-même ?"
meditation_2,"Car il est de soi si évident que c’est moi qui doute, qui entends, et qui désire, qu’il n’est pas ici besoin de rien ajouter pour l’expliquer."
meditation_2,"Et j’ai aussi certainement la puissance d’imaginer ; Car encore qu’il puisse arriver (comme j’ai supposé auparavant)que les choses que j’imagine ne soient pas vraies, néanmoins cette puissance d’imaginer ne laisse pas d’être réellement en moi, et fait partie de ma pensée :"
meditation_2,"Enfin je suis le même qui sens, c’est à dire qui reçois et connais les choses comme par les organes des sens : puisqu’en effet je vois la lumière, j’ois le bruit, je ressens la chaleur."
meditation_2,"Mais l’on me dira que ces apparences sont fausses, et que je dors."
meditation_2,"Qu’il soit ainsi, toutefois à tout le moins il est très-certain qu’il me semble que je voy, que j’ois, et que je m’échauffe, et c’est proprement ce qui en moi s’appelle sentir ; et cela pris ainsi précisément n’est rien autre chose que penser :"
meditation_2,D’où je commence à connaître quel je suis avec un peu plus de lumière et de distinction que ci-devant.
meditation_2,"Mais je ne me puis empêcher de croire que les choses corporelles, dont les images se forment par ma pensée, et qui tombent sous les sens, ne soient plus distinctement connues que cette je ne sais quelle partie de moi même qui ne tombe point sous l’imagination : Quoiqu’en effet ce soit une chose bien étrange, que des choses que je trouve douteuses, et éloignées, soient plus clairement et plus facilement connues de moi, que celles qui sont véritables et certaines, et qui appartiennent à ma propre nature."
meditation_2,"Mais je vois bien ce que c’est, mon esprit se plaît de s’égarer, et ne se peut encore contenir dans les justes bornes de la vérité. Relâchons-lui donc encore une fois la bride, afin que venant ci-après à la retirer doucement et à propos, nous le puissions plus facilement régler et conduire."
meditation_2,"Commençons par la considération des choses les plus communes, et que nous croyons comprendre le plus distinctement, à savoir les corps que nous touchons et que nous voyons."
meditation_2,"Je n’entends pas parler des corps en général, car ces notions générales sont d’ordinaire plus confuses, mais de quelqu’un en particulier."
meditation_2,"Prenons pour exemple ce morceau de cire qui vient d’être tiré de la ruche, il n’a pas encore perdu la douceur du miel qu’il contenait, il retient encore quelque chose de l’odeur des fleurs dont il a été recueilli ; sa couleur, sa figure, sa grandeur, sont apparentes ; il est dur, il est froid, on le touche, et si vous le frappez;, il rendra quelque son."
meditation_2,"Enfin toutes les choses qui peuvent distinctement faire connaître un corps, se rencontrent en celui-ci."
meditation_2,"Mais voici que cependant que je parle on l’approche du feu, ce qui y restait de saveur s’exhale, l’odeur s’évanouit, sa couleur se change, sa figure se perd, sa grandeur augmente, il devient liquide, il s’échauffe,à peine le peut-on toucher, et quoi qu’on le frappe il ne rendra plus aucun son :"
meditation_2,"La même cire demeure-t’elle après ce changement ? Il faut avouer qu’elle demeure, et personne ne le peut nier."
meditation_2,Qu’est-ce donc que l’on connaissait en ce morceau de cire avec tant de distinction ?
meditation_2,"Certes ce ne peut être rien de tout ce que j’y ai remarqué par l’entremise des sens, puisque toutes les choses qui tombaient sous le goût, ou l’odorat, ou la vue, ou l’attouchement, ou l’ouïe se trouvent changées, et cependant la même cire demeure."
meditation_2,"Peut-être était-ce ce que je pense maintenant, à savoir que la cire n’était pas, ni cette douceur du miel, ni cette agréable odeur des fleurs, ni cette blancheur, ni cette figure, ni ce son, mais seulement un corps qui un peu auparavant me paraissait sous ces formes, et qui maintenant se fait remarquer sous d’autres."
meditation_2,"Mais qu’est-ce précisément parlant que j’imagine, lorsque je la conçois en cette sorte ?"
meditation_2,"Considérons-le attentivement, et éloignant toutes les choses qui n’appartiennent point à la cire, voyons ce qui reste."
meditation_2,"Certes il ne demeure rien que quelque chose d’étendu, de flexible et de muable :"
meditation_2,Or qu’est-ce que cela flexible et muable ?
meditation_2,"n’est-ce pas que j’imagine que cette cire étant ronde est capable de devenir carrée, et de passer du carré en une figure triangulaire ?"
meditation_2,"non certes ce n’est pas cela, puisque je la conçois capable de recevoir une infinité de semblables changements, et je ne saurais néanmoins parcourir cette infinité par mon imagination, et par conséquent cette conception que j’ai de la cire ne s’accomplit pas par la faculté d’imaginer."
meditation_2,Qu’est-ce maintenant que cette extension ?
meditation_2,n’est-elle pas aussi inconnue ?
meditation_2,"Puisque dans la cire qui se fond elle augmente, et se trouve encore plus grande quand elle est entièrement fondue, et beaucoup plus encore quand la chaleur augmente davantage ;"
meditation_2,"et je ne concevrais pas clairement et selon la vérité ce que c’est que la cire, si je ne pensais qu’elle est capable de recevoir plus de variétés selon l’extension, que je n’en ai jamais imaginé."
meditation_2,"Il faut donc que je tombe d’accord, que je ne saurais pas même concevoir par l’imagination ce que c’est que cette cire, et qu’il n’y a que mon entendement seul qui le conçoive."
meditation_2,"Je dis ce morceau de cire en particulier, car pour la cire en général il est encore plus évident :"
meditation_2,Or quelle est cette cire qui ne peut être conçue que par l’entendement ou l’esprit ?
meditation_2,"Certes c’est la même que je voy, que je touche, que j’imagine, et la même que je connaissais dès le commencement ;"
meditation_2,"Mais ce qui est à remarquer, sa perception, ou bien l’action par laquelle on l’aperçoit n’est point une vision, ni un attouchement, ni une imagination, et ne l’a jamais été, quoi qu’il le semblât ainsi auparavant, mais seulement une inspection de l’esprit, laquelle peut être imparfaite et confuse, comme elle était auparavant, ou bien claire et distincte, comme elle est à présent, selon que mon attention se porte plus ou moins aux choses qui sont en elle, et dont elle est composée."
meditation_2,"Cependant je ne me saurais trop étonner, quand je considère combien mon esprit a de faiblesse, et de pente qui le porte insensiblement dans l’erreur ;"
meditation_2,"Car encore que sans parler je considère tout cela en moi-même, les paroles toutefois m’arrêtent, et je suis presque trompé par les termes du langage ordinaire : Car nous disons que nous voyons la même cire, si on nous la présente, et non pas que nous jugeons que c’est la même, de ce qu’elle a même couleur et même figure ; d’où je voudrais presque conclure, que l’on connaît la cire par la vision des yeux, et non par la seule inspection de l’esprit : Si par hasard je ne regardais d’une fenêtre des hommes qui passent dans la rue, à la vue desquels je ne manque pas de dire que je vois des hommes, tout de même que je dis que je vois de la cire, et cependant que vois-je de cette fenêtre sinon des chapeaux et des manteaux, qui peuvent couvrir des spectres ou des hommes feints qui ne se remuent que par ressorts, mais je juge que ce sont de vrais hommes ; et ainsi je comprends par la seule puissance de juger qui réside en mon esprit, ce que je croyais voir de mes yeux."
